Race-to-idle,Dark UI Colors,2
Race-to-idle,Dynamic Retry Delay,1
Race-to-idle,Avoid Extraneous Work,10
Race-to-idle,Race-to-idle,28
Race-to-idle,Open Only When Necessary,3
Race-to-idle,Push Over Poll,2
Race-to-idle,Power Save Mode,4
Race-to-idle,Power Awareness,3
Race-to-idle,Reduce Size,2
Race-to-idle,WiFi Over Cellular,1
Race-to-idle,Suppress Logs,3
Race-to-idle,Batch Operations,3
Race-to-idle,Cache,3
Race-to-idle,Decrease Rate,4
Race-to-idle,User Knows Best,5
Race-to-idle,Inform Users,2
Race-to-idle,Enough resolution,4
Race-to-idle,Sensor Fusion,3
Race-to-idle,Kill Abnormal Tasks,1
Race-to-idle,No screen interaction,1
Race-to-idle,Avoid Extra. Graph. & Anim.,1
Race-to-idle,Manual Sync - On Demand,0
Open Only When Necessary,Dark UI Colors,2
Open Only When Necessary,Dynamic Retry Delay,0
Open Only When Necessary,Avoid Extraneous Work,2
Open Only When Necessary,Race-to-idle,3
Open Only When Necessary,Open Only When Necessary,7
Open Only When Necessary,Push Over Poll,1
Open Only When Necessary,Power Save Mode,1
Open Only When Necessary,Power Awareness,1
Open Only When Necessary,Reduce Size,1
Open Only When Necessary,WiFi Over Cellular,0
Open Only When Necessary,Suppress Logs,0
Open Only When Necessary,Batch Operations,0
Open Only When Necessary,Cache,1
Open Only When Necessary,Decrease Rate,2
Open Only When Necessary,User Knows Best,4
Open Only When Necessary,Inform Users,1
Open Only When Necessary,Enough resolution,1
Open Only When Necessary,Sensor Fusion,1
Open Only When Necessary,Kill Abnormal Tasks,0
Open Only When Necessary,No screen interaction,2
Open Only When Necessary,Avoid Extra. Graph. & Anim.,1
Open Only When Necessary,Manual Sync - On Demand,0
Push Over Poll,Dark UI Colors,3
Push Over Poll,Dynamic Retry Delay,3
Push Over Poll,Avoid Extraneous Work,5
Push Over Poll,Race-to-idle,2
Push Over Poll,Open Only When Necessary,1
Push Over Poll,Push Over Poll,14
Push Over Poll,Power Save Mode,3
Push Over Poll,Power Awareness,2
Push Over Poll,Reduce Size,0
Push Over Poll,WiFi Over Cellular,1
Push Over Poll,Suppress Logs,0
Push Over Poll,Batch Operations,0
Push Over Poll,Cache,0
Push Over Poll,Decrease Rate,2
Push Over Poll,User Knows Best,4
Push Over Poll,Inform Users,0
Push Over Poll,Enough resolution,0
Push Over Poll,Sensor Fusion,1
Push Over Poll,Kill Abnormal Tasks,0
Push Over Poll,No screen interaction,1
Push Over Poll,Avoid Extra. Graph. & Anim.,0
Push Over Poll,Manual Sync - On Demand,1
Power Save Mode,Dark UI Colors,4
Power Save Mode,Dynamic Retry Delay,1
Power Save Mode,Avoid Extraneous Work,3
Power Save Mode,Race-to-idle,4
Power Save Mode,Open Only When Necessary,1
Power Save Mode,Push Over Poll,3
Power Save Mode,Power Save Mode,20
Power Save Mode,Power Awareness,7
Power Save Mode,Reduce Size,1
Power Save Mode,WiFi Over Cellular,4
Power Save Mode,Suppress Logs,3
Power Save Mode,Batch Operations,1
Power Save Mode,Cache,1
Power Save Mode,Decrease Rate,4
Power Save Mode,User Knows Best,7
Power Save Mode,Inform Users,3
Power Save Mode,Enough resolution,3
Power Save Mode,Sensor Fusion,2
Power Save Mode,Kill Abnormal Tasks,0
Power Save Mode,No screen interaction,1
Power Save Mode,Avoid Extra. Graph. & Anim.,1
Power Save Mode,Manual Sync - On Demand,1
Power Awareness,Dark UI Colors,4
Power Awareness,Dynamic Retry Delay,1
Power Awareness,Avoid Extraneous Work,2
Power Awareness,Race-to-idle,3
Power Awareness,Open Only When Necessary,1
Power Awareness,Push Over Poll,2
Power Awareness,Power Save Mode,7
Power Awareness,Power Awareness,21
Power Awareness,Reduce Size,1
Power Awareness,WiFi Over Cellular,5
Power Awareness,Suppress Logs,1
Power Awareness,Batch Operations,2
Power Awareness,Cache,1
Power Awareness,Decrease Rate,4
Power Awareness,User Knows Best,7
Power Awareness,Inform Users,2
Power Awareness,Enough resolution,2
Power Awareness,Sensor Fusion,3
Power Awareness,Kill Abnormal Tasks,1
Power Awareness,No screen interaction,2
Power Awareness,Avoid Extra. Graph. & Anim.,2
Power Awareness,Manual Sync - On Demand,2
Reduce Size,Dark UI Colors,0
Reduce Size,Dynamic Retry Delay,0
Reduce Size,Avoid Extraneous Work,1
Reduce Size,Race-to-idle,2
Reduce Size,Open Only When Necessary,1
Reduce Size,Push Over Poll,0
Reduce Size,Power Save Mode,1
Reduce Size,Power Awareness,1
Reduce Size,Reduce Size,3
Reduce Size,WiFi Over Cellular,1
Reduce Size,Suppress Logs,1
Reduce Size,Batch Operations,1
Reduce Size,Cache,1
Reduce Size,Decrease Rate,1
Reduce Size,User Knows Best,1
Reduce Size,Inform Users,1
Reduce Size,Enough resolution,1
Reduce Size,Sensor Fusion,1
Reduce Size,Kill Abnormal Tasks,0
Reduce Size,No screen interaction,0
Reduce Size,Avoid Extra. Graph. & Anim.,0
Reduce Size,Manual Sync - On Demand,1
WiFi Over Cellular,Dark UI Colors,1
WiFi Over Cellular,Dynamic Retry Delay,1
WiFi Over Cellular,Avoid Extraneous Work,1
WiFi Over Cellular,Race-to-idle,1
WiFi Over Cellular,Open Only When Necessary,0
WiFi Over Cellular,Push Over Poll,1
WiFi Over Cellular,Power Save Mode,4
WiFi Over Cellular,Power Awareness,5
WiFi Over Cellular,Reduce Size,1
WiFi Over Cellular,WiFi Over Cellular,12
WiFi Over Cellular,Suppress Logs,1
WiFi Over Cellular,Batch Operations,1
WiFi Over Cellular,Cache,1
WiFi Over Cellular,Decrease Rate,3
WiFi Over Cellular,User Knows Best,4
WiFi Over Cellular,Inform Users,1
WiFi Over Cellular,Enough resolution,2
WiFi Over Cellular,Sensor Fusion,1
WiFi Over Cellular,Kill Abnormal Tasks,1
WiFi Over Cellular,No screen interaction,0
WiFi Over Cellular,Avoid Extra. Graph. & Anim.,1
WiFi Over Cellular,Manual Sync - On Demand,2
Suppress Logs,Dark UI Colors,0
Suppress Logs,Dynamic Retry Delay,0
Suppress Logs,Avoid Extraneous Work,0
Suppress Logs,Race-to-idle,3
Suppress Logs,Open Only When Necessary,0
Suppress Logs,Push Over Poll,0
Suppress Logs,Power Save Mode,3
Suppress Logs,Power Awareness,1
Suppress Logs,Reduce Size,1
Suppress Logs,WiFi Over Cellular,1
Suppress Logs,Suppress Logs,6
Suppress Logs,Batch Operations,2
Suppress Logs,Cache,1
Suppress Logs,Decrease Rate,2
Suppress Logs,User Knows Best,3
Suppress Logs,Inform Users,3
Suppress Logs,Enough resolution,1
Suppress Logs,Sensor Fusion,1
Suppress Logs,Kill Abnormal Tasks,0
Suppress Logs,No screen interaction,0
Suppress Logs,Avoid Extra. Graph. & Anim.,0
Suppress Logs,Manual Sync - On Demand,0
Batch Operations,Dark UI Colors,0
Batch Operations,Dynamic Retry Delay,1
Batch Operations,Avoid Extraneous Work,2
Batch Operations,Race-to-idle,3
Batch Operations,Open Only When Necessary,0
Batch Operations,Push Over Poll,0
Batch Operations,Power Save Mode,1
Batch Operations,Power Awareness,2
Batch Operations,Reduce Size,1
Batch Operations,WiFi Over Cellular,1
Batch Operations,Suppress Logs,2
Batch Operations,Batch Operations,12
Batch Operations,Cache,4
Batch Operations,Decrease Rate,5
Batch Operations,User Knows Best,2
Batch Operations,Inform Users,1
Batch Operations,Enough resolution,1
Batch Operations,Sensor Fusion,1
Batch Operations,Kill Abnormal Tasks,0
Batch Operations,No screen interaction,0
Batch Operations,Avoid Extra. Graph. & Anim.,1
Batch Operations,Manual Sync - On Demand,0
Cache,Dark UI Colors,0
Cache,Dynamic Retry Delay,2
Cache,Avoid Extraneous Work,3
Cache,Race-to-idle,3
Cache,Open Only When Necessary,1
Cache,Push Over Poll,0
Cache,Power Save Mode,1
Cache,Power Awareness,1
Cache,Reduce Size,1
Cache,WiFi Over Cellular,1
Cache,Suppress Logs,1
Cache,Batch Operations,4
Cache,Cache,13
Cache,Decrease Rate,3
Cache,User Knows Best,4
Cache,Inform Users,0
Cache,Enough resolution,3
Cache,Sensor Fusion,0
Cache,Kill Abnormal Tasks,0
Cache,No screen interaction,0
Cache,Avoid Extra. Graph. & Anim.,0
Cache,Manual Sync - On Demand,0
Decrease Rate,Dark UI Colors,2
Decrease Rate,Dynamic Retry Delay,1
Decrease Rate,Avoid Extraneous Work,5
Decrease Rate,Race-to-idle,4
Decrease Rate,Open Only When Necessary,2
Decrease Rate,Push Over Poll,2
Decrease Rate,Power Save Mode,4
Decrease Rate,Power Awareness,4
Decrease Rate,Reduce Size,1
Decrease Rate,WiFi Over Cellular,3
Decrease Rate,Suppress Logs,2
Decrease Rate,Batch Operations,5
Decrease Rate,Cache,3
Decrease Rate,Decrease Rate,24
Decrease Rate,User Knows Best,6
Decrease Rate,Inform Users,3
Decrease Rate,Enough resolution,5
Decrease Rate,Sensor Fusion,3
Decrease Rate,Kill Abnormal Tasks,1
Decrease Rate,No screen interaction,1
Decrease Rate,Avoid Extra. Graph. & Anim.,3
Decrease Rate,Manual Sync - On Demand,1
User Knows Best,Dark UI Colors,4
User Knows Best,Dynamic Retry Delay,1
User Knows Best,Avoid Extraneous Work,5
User Knows Best,Race-to-idle,5
User Knows Best,Open Only When Necessary,4
User Knows Best,Push Over Poll,4
User Knows Best,Power Save Mode,7
User Knows Best,Power Awareness,7
User Knows Best,Reduce Size,1
User Knows Best,WiFi Over Cellular,4
User Knows Best,Suppress Logs,3
User Knows Best,Batch Operations,2
User Knows Best,Cache,4
User Knows Best,Decrease Rate,6
User Knows Best,User Knows Best,25
User Knows Best,Inform Users,4
User Knows Best,Enough resolution,5
User Knows Best,Sensor Fusion,2
User Knows Best,Kill Abnormal Tasks,0
User Knows Best,No screen interaction,2
User Knows Best,Avoid Extra. Graph. & Anim.,3
User Knows Best,Manual Sync - On Demand,2
Inform Users,Dark UI Colors,1
Inform Users,Dynamic Retry Delay,0
Inform Users,Avoid Extraneous Work,1
Inform Users,Race-to-idle,2
Inform Users,Open Only When Necessary,1
Inform Users,Push Over Poll,0
Inform Users,Power Save Mode,3
Inform Users,Power Awareness,2
Inform Users,Reduce Size,1
Inform Users,WiFi Over Cellular,1
Inform Users,Suppress Logs,3
Inform Users,Batch Operations,1
Inform Users,Cache,0
Inform Users,Decrease Rate,3
Inform Users,User Knows Best,4
Inform Users,Inform Users,6
Inform Users,Enough resolution,1
Inform Users,Sensor Fusion,2
Inform Users,Kill Abnormal Tasks,1
Inform Users,No screen interaction,1
Inform Users,Avoid Extra. Graph. & Anim.,1
Inform Users,Manual Sync - On Demand,0
Enough resolution,Dark UI Colors,0
Enough resolution,Dynamic Retry Delay,0
Enough resolution,Avoid Extraneous Work,4
Enough resolution,Race-to-idle,4
Enough resolution,Open Only When Necessary,1
Enough resolution,Push Over Poll,0
Enough resolution,Power Save Mode,3
Enough resolution,Power Awareness,2
Enough resolution,Reduce Size,1
Enough resolution,WiFi Over Cellular,2
Enough resolution,Suppress Logs,1
Enough resolution,Batch Operations,1
Enough resolution,Cache,3
Enough resolution,Decrease Rate,5
Enough resolution,User Knows Best,5
Enough resolution,Inform Users,1
Enough resolution,Enough resolution,12
Enough resolution,Sensor Fusion,2
Enough resolution,Kill Abnormal Tasks,0
Enough resolution,No screen interaction,0
Enough resolution,Avoid Extra. Graph. & Anim.,0
Enough resolution,Manual Sync - On Demand,1
Sensor Fusion,Dark UI Colors,1
Sensor Fusion,Dynamic Retry Delay,0
Sensor Fusion,Avoid Extraneous Work,1
Sensor Fusion,Race-to-idle,3
Sensor Fusion,Open Only When Necessary,1
Sensor Fusion,Push Over Poll,1
Sensor Fusion,Power Save Mode,2
Sensor Fusion,Power Awareness,3
Sensor Fusion,Reduce Size,1
Sensor Fusion,WiFi Over Cellular,1
Sensor Fusion,Suppress Logs,1
Sensor Fusion,Batch Operations,1
Sensor Fusion,Cache,0
Sensor Fusion,Decrease Rate,3
Sensor Fusion,User Knows Best,2
Sensor Fusion,Inform Users,2
Sensor Fusion,Enough resolution,2
Sensor Fusion,Sensor Fusion,8
Sensor Fusion,Kill Abnormal Tasks,0
Sensor Fusion,No screen interaction,1
Sensor Fusion,Avoid Extra. Graph. & Anim.,1
Sensor Fusion,Manual Sync - On Demand,0
Kill Abnormal Tasks,Dark UI Colors,1
Kill Abnormal Tasks,Dynamic Retry Delay,1
Kill Abnormal Tasks,Avoid Extraneous Work,1
Kill Abnormal Tasks,Race-to-idle,1
Kill Abnormal Tasks,Open Only When Necessary,0
Kill Abnormal Tasks,Push Over Poll,0
Kill Abnormal Tasks,Power Save Mode,0
Kill Abnormal Tasks,Power Awareness,1
Kill Abnormal Tasks,Reduce Size,0
Kill Abnormal Tasks,WiFi Over Cellular,1
Kill Abnormal Tasks,Suppress Logs,0
Kill Abnormal Tasks,Batch Operations,0
Kill Abnormal Tasks,Cache,0
Kill Abnormal Tasks,Decrease Rate,1
Kill Abnormal Tasks,User Knows Best,0
Kill Abnormal Tasks,Inform Users,1
Kill Abnormal Tasks,Enough resolution,0
Kill Abnormal Tasks,Sensor Fusion,0
Kill Abnormal Tasks,Kill Abnormal Tasks,10
Kill Abnormal Tasks,No screen interaction,0
Kill Abnormal Tasks,Avoid Extra. Graph. & Anim.,0
Kill Abnormal Tasks,Manual Sync - On Demand,1
No screen interaction,Dark UI Colors,3
No screen interaction,Dynamic Retry Delay,0
No screen interaction,Avoid Extraneous Work,1
No screen interaction,Race-to-idle,1
No screen interaction,Open Only When Necessary,2
No screen interaction,Push Over Poll,1
No screen interaction,Power Save Mode,1
No screen interaction,Power Awareness,2
No screen interaction,Reduce Size,0
No screen interaction,WiFi Over Cellular,0
No screen interaction,Suppress Logs,0
No screen interaction,Batch Operations,0
No screen interaction,Cache,0
No screen interaction,Decrease Rate,1
No screen interaction,User Knows Best,2
No screen interaction,Inform Users,1
No screen interaction,Enough resolution,0
No screen interaction,Sensor Fusion,1
No screen interaction,Kill Abnormal Tasks,0
No screen interaction,No screen interaction,10
No screen interaction,Avoid Extra. Graph. & Anim.,1
No screen interaction,Manual Sync - On Demand,0
Avoid Extra. Graph. & Anim.,Dark UI Colors,2
Avoid Extra. Graph. & Anim.,Dynamic Retry Delay,0
Avoid Extra. Graph. & Anim.,Avoid Extraneous Work,2
Avoid Extra. Graph. & Anim.,Race-to-idle,1
Avoid Extra. Graph. & Anim.,Open Only When Necessary,1
Avoid Extra. Graph. & Anim.,Push Over Poll,0
Avoid Extra. Graph. & Anim.,Power Save Mode,1
Avoid Extra. Graph. & Anim.,Power Awareness,2
Avoid Extra. Graph. & Anim.,Reduce Size,0
Avoid Extra. Graph. & Anim.,WiFi Over Cellular,1
Avoid Extra. Graph. & Anim.,Suppress Logs,0
Avoid Extra. Graph. & Anim.,Batch Operations,1
Avoid Extra. Graph. & Anim.,Cache,0
Avoid Extra. Graph. & Anim.,Decrease Rate,3
Avoid Extra. Graph. & Anim.,User Knows Best,3
Avoid Extra. Graph. & Anim.,Inform Users,1
Avoid Extra. Graph. & Anim.,Enough resolution,0
Avoid Extra. Graph. & Anim.,Sensor Fusion,1
Avoid Extra. Graph. & Anim.,Kill Abnormal Tasks,0
Avoid Extra. Graph. & Anim.,No screen interaction,1
Avoid Extra. Graph. & Anim.,Avoid Extra. Graph. & Anim.,10
Avoid Extra. Graph. & Anim.,Manual Sync - On Demand,0
Manual Sync - On Demand,Dark UI Colors,0
Manual Sync - On Demand,Dynamic Retry Delay,1
Manual Sync - On Demand,Avoid Extraneous Work,2
Manual Sync - On Demand,Race-to-idle,0
Manual Sync - On Demand,Open Only When Necessary,0
Manual Sync - On Demand,Push Over Poll,1
Manual Sync - On Demand,Power Save Mode,1
Manual Sync - On Demand,Power Awareness,2
Manual Sync - On Demand,Reduce Size,1
Manual Sync - On Demand,WiFi Over Cellular,2
Manual Sync - On Demand,Suppress Logs,0
Manual Sync - On Demand,Batch Operations,0
Manual Sync - On Demand,Cache,0
Manual Sync - On Demand,Decrease Rate,1
Manual Sync - On Demand,User Knows Best,2
Manual Sync - On Demand,Inform Users,0
Manual Sync - On Demand,Enough resolution,1
Manual Sync - On Demand,Sensor Fusion,0
Manual Sync - On Demand,Kill Abnormal Tasks,1
Manual Sync - On Demand,No screen interaction,0
Manual Sync - On Demand,Avoid Extra. Graph. & Anim.,0
Manual Sync - On Demand,Manual Sync - On Demand,7
